,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,AgeBin
2296,Bachelors,2012,Bangalore,3,28,Male,No,2,0,"(25, 30]"
2297,Bachelors,2015,New Delhi,3,26,Male,No,4,0,"(25, 30]"
2298,Bachelors,2017,New Delhi,3,28,Female,No,1,0,"(25, 30]"
2299,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2300,Masters,2014,Bangalore,3,28,Male,No,1,1,"(25, 30]"
2301,Bachelors,2015,Bangalore,3,29,Male,No,1,0,"(25, 30]"
2302,Bachelors,2017,New Delhi,3,27,Female,No,5,0,"(25, 30]"
2303,Bachelors,2012,Bangalore,3,27,Male,Yes,5,0,"(25, 30]"
2304,Masters,2017,New Delhi,2,30,Male,No,2,0,"(25, 30]"
2305,Bachelors,2015,Bangalore,3,28,Female,No,2,0,"(25, 30]"
2306,Masters,2017,Bangalore,1,27,Male,No,5,0,"(25, 30]"
2307,Bachelors,2015,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2308,Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,"(25, 30]"
2309,Masters,2017,Pune,2,30,Male,No,1,0,"(25, 30]"
2310,Bachelors,2013,Pune,3,29,Male,No,2,0,"(25, 30]"
2311,Bachelors,2013,Pune,3,29,Male,No,2,0,"(25, 30]"
2312,Bachelors,2012,Pune,3,27,Male,Yes,5,0,"(25, 30]"
2313,Bachelors,2015,Pune,3,30,Female,No,1,1,"(25, 30]"
2314,Bachelors,2015,Pune,2,29,Female,No,2,1,"(25, 30]"
2315,Masters,2018,Pune,3,26,Male,No,4,1,"(25, 30]"
2316,Masters,2013,Bangalore,2,29,Female,No,2,1,"(25, 30]"
2317,Bachelors,2014,Bangalore,1,28,Male,No,2,1,"(25, 30]"
2318,Bachelors,2015,Bangalore,3,30,Male,No,1,0,"(25, 30]"
2319,Bachelors,2015,Pune,2,27,Female,No,5,1,"(25, 30]"
2320,Bachelors,2014,Bangalore,3,28,Female,Yes,1,0,"(25, 30]"
2321,Masters,2015,New Delhi,3,27,Male,No,5,0,"(25, 30]"
2322,Masters,2017,New Delhi,2,26,Male,No,4,1,"(25, 30]"
2323,Bachelors,2018,Bangalore,3,28,Male,No,1,1,"(25, 30]"
2324,Bachelors,2015,New Delhi,3,28,Female,No,2,0,"(25, 30]"
2325,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2326,Bachelors,2013,Pune,1,26,Female,No,4,1,"(25, 30]"
2327,Masters,2017,New Delhi,2,30,Male,Yes,2,0,"(25, 30]"
2328,Bachelors,2015,Bangalore,3,28,Female,No,1,0,"(25, 30]"
2329,Bachelors,2013,Bangalore,3,27,Male,Yes,5,0,"(25, 30]"
2330,Bachelors,2012,Bangalore,3,26,Male,No,4,1,"(25, 30]"
2331,Bachelors,2018,Bangalore,3,28,Male,No,2,1,"(25, 30]"
2332,Masters,2017,New Delhi,2,28,Male,No,2,0,"(25, 30]"
2333,Bachelors,2015,Bangalore,3,29,Male,No,2,0,"(25, 30]"
2334,Bachelors,2012,New Delhi,3,30,Male,No,1,1,"(25, 30]"
2335,Masters,2016,Pune,3,30,Male,No,1,0,"(25, 30]"
2336,Bachelors,2014,Pune,3,30,Male,No,1,0,"(25, 30]"
2337,Bachelors,2018,Bangalore,3,26,Male,No,4,1,"(25, 30]"
2338,Masters,2017,Bangalore,3,26,Male,No,4,1,"(25, 30]"
2339,Bachelors,2012,New Delhi,3,27,Female,No,5,0,"(25, 30]"
2340,Bachelors,2018,Bangalore,3,26,Female,Yes,4,1,"(25, 30]"
2341,PHD,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2342,Masters,2017,New Delhi,2,26,Male,Yes,4,1,"(25, 30]"
2343,Bachelors,2013,Bangalore,3,30,Female,No,1,1,"(25, 30]"
2344,Bachelors,2012,Bangalore,3,30,Female,No,2,0,"(25, 30]"
2345,Masters,2018,New Delhi,3,26,Male,Yes,4,1,"(25, 30]"
2346,Bachelors,2013,Bangalore,1,28,Female,No,1,0,"(25, 30]"
2347,Bachelors,2017,Bangalore,3,30,Male,No,1,0,"(25, 30]"
2348,Masters,2017,Pune,2,30,Female,No,2,1,"(25, 30]"
2349,PHD,2016,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2350,Bachelors,2016,New Delhi,3,28,Female,No,2,0,"(25, 30]"
2351,Bachelors,2015,Pune,2,29,Female,No,1,1,"(25, 30]"
2352,Bachelors,2013,Bangalore,3,27,Female,No,5,0,"(25, 30]"
2353,Masters,2014,Pune,3,27,Male,No,5,0,"(25, 30]"
2354,Masters,2017,New Delhi,2,26,Female,Yes,4,1,"(25, 30]"
2355,Masters,2017,New Delhi,2,30,Female,No,1,0,"(25, 30]"
2356,Masters,2018,New Delhi,3,27,Female,No,5,1,"(25, 30]"
2357,Bachelors,2017,Pune,2,29,Male,No,1,0,"(25, 30]"
2358,Masters,2014,New Delhi,1,29,Male,No,1,0,"(25, 30]"
2359,Bachelors,2015,Pune,2,30,Female,No,2,1,"(25, 30]"
2360,Bachelors,2014,Bangalore,3,30,Male,No,2,1,"(25, 30]"
2361,Masters,2018,New Delhi,1,30,Female,No,2,0,"(25, 30]"
2362,Bachelors,2017,Bangalore,3,29,Male,No,1,0,"(25, 30]"
2363,Bachelors,2016,Pune,3,28,Male,No,2,0,"(25, 30]"
2364,Bachelors,2018,Bangalore,3,26,Female,No,4,1,"(25, 30]"
2365,Bachelors,2014,Bangalore,1,28,Female,No,2,0,"(25, 30]"
2366,Masters,2017,New Delhi,2,29,Female,No,2,0,"(25, 30]"
2367,Masters,2013,New Delhi,3,26,Male,No,4,1,"(25, 30]"
2368,Bachelors,2017,New Delhi,2,28,Female,No,1,0,"(25, 30]"
2369,Bachelors,2016,Bangalore,3,30,Female,No,1,0,"(25, 30]"
2370,PHD,2015,Pune,3,27,Male,No,5,0,"(25, 30]"
2371,Bachelors,2016,Bangalore,3,29,Male,No,2,0,"(25, 30]"
2372,Bachelors,2014,Pune,2,28,Female,No,2,1,"(25, 30]"
2373,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2374,Masters,2017,New Delhi,2,30,Female,Yes,2,0,"(25, 30]"
2375,PHD,2013,New Delhi,3,30,Female,No,2,0,"(25, 30]"
2376,Bachelors,2015,Bangalore,3,29,Male,No,2,0,"(25, 30]"
2377,Bachelors,2017,Bangalore,3,28,Male,No,2,0,"(25, 30]"
2378,Bachelors,2015,Bangalore,3,29,Male,No,2,1,"(25, 30]"
2379,Bachelors,2015,Pune,1,26,Female,No,4,1,"(25, 30]"
2380,Bachelors,2013,Bangalore,3,28,Male,No,1,0,"(25, 30]"
2381,Bachelors,2015,Pune,2,29,Female,No,2,1,"(25, 30]"
2382,Bachelors,2013,Bangalore,3,26,Male,Yes,4,0,"(25, 30]"
2383,Masters,2014,Pune,3,30,Male,No,2,0,"(25, 30]"
2384,Masters,2017,Pune,2,30,Male,Yes,2,0,"(25, 30]"
2385,Bachelors,2017,Pune,3,27,Male,No,5,0,"(25, 30]"
2386,Bachelors,2014,New Delhi,3,28,Female,Yes,2,0,"(25, 30]"
2387,Bachelors,2014,New Delhi,3,27,Female,No,5,0,"(25, 30]"
2388,Bachelors,2015,Pune,2,29,Female,Yes,1,1,"(25, 30]"
2389,Bachelors,2013,Pune,3,26,Male,No,4,0,"(25, 30]"
2390,Bachelors,2014,New Delhi,3,30,Male,No,1,0,"(25, 30]"
2391,Bachelors,2013,Pune,2,26,Male,No,4,0,"(25, 30]"
2392,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2393,Masters,2017,New Delhi,2,28,Female,No,2,0,"(25, 30]"
2394,Masters,2017,New Delhi,2,27,Male,No,5,1,"(25, 30]"
2395,Bachelors,2017,Pune,2,29,Female,No,1,1,"(25, 30]"
2396,Masters,2017,New Delhi,2,28,Female,No,1,1,"(25, 30]"
2397,Bachelors,2017,New Delhi,2,26,Male,No,4,0,"(25, 30]"
2398,Bachelors,2014,Bangalore,3,29,Female,No,1,1,"(25, 30]"
2399,Bachelors,2012,Bangalore,3,28,Male,No,1,0,"(25, 30]"
2400,Bachelors,2016,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2401,Bachelors,2012,Bangalore,3,28,Female,No,1,0,"(25, 30]"
2402,Masters,2015,Pune,2,30,Female,No,2,1,"(25, 30]"
2403,Masters,2017,New Delhi,2,28,Male,No,2,0,"(25, 30]"
2404,Masters,2015,Pune,2,29,Female,No,1,0,"(25, 30]"
2405,Masters,2015,Bangalore,3,26,Male,No,4,1,"(25, 30]"
2406,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2407,Bachelors,2017,Bangalore,3,29,Female,No,1,0,"(25, 30]"
2408,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,"(25, 30]"
2409,Bachelors,2014,New Delhi,3,29,Female,No,2,0,"(25, 30]"
2410,Bachelors,2017,New Delhi,3,27,Female,No,5,0,"(25, 30]"
2411,Masters,2017,Pune,2,28,Female,No,2,0,"(25, 30]"
2412,Masters,2013,New Delhi,3,27,Female,No,5,1,"(25, 30]"
2413,Masters,2017,New Delhi,3,27,Male,Yes,5,1,"(25, 30]"
2414,Bachelors,2013,Bangalore,3,30,Male,No,2,0,"(25, 30]"
2415,Bachelors,2015,Pune,2,27,Female,Yes,5,1,"(25, 30]"
2416,Bachelors,2014,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2417,Bachelors,2015,Bangalore,2,27,Female,No,5,1,"(25, 30]"
2418,Bachelors,2015,Bangalore,3,30,Male,No,2,1,"(25, 30]"
2419,Masters,2017,Bangalore,2,27,Male,No,5,0,"(25, 30]"
2420,Bachelors,2017,Bangalore,3,30,Male,No,2,1,"(25, 30]"
2421,Bachelors,2016,Pune,2,30,Female,No,2,1,"(25, 30]"
2422,Masters,2016,Pune,1,27,Female,No,5,0,"(25, 30]"
2423,Bachelors,2012,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2424,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2425,Bachelors,2015,Pune,3,29,Female,No,2,1,"(25, 30]"
2426,Bachelors,2013,New Delhi,3,26,Male,No,4,0,"(25, 30]"
2427,Bachelors,2015,Pune,2,29,Female,No,2,1,"(25, 30]"
2428,Bachelors,2013,Pune,3,28,Male,No,2,0,"(25, 30]"
2429,Bachelors,2013,Pune,2,27,Male,No,5,1,"(25, 30]"
2430,Masters,2014,New Delhi,3,28,Male,No,1,1,"(25, 30]"
2431,Bachelors,2016,New Delhi,3,27,Female,No,5,1,"(25, 30]"
2432,Bachelors,2016,New Delhi,3,29,Female,Yes,2,0,"(25, 30]"
2433,Masters,2018,New Delhi,1,26,Female,No,4,1,"(25, 30]"
2434,Bachelors,2015,Bangalore,3,27,Female,No,5,0,"(25, 30]"
2435,Bachelors,2013,Pune,2,27,Female,No,5,1,"(25, 30]"
2436,Bachelors,2014,New Delhi,3,28,Female,No,2,0,"(25, 30]"
2437,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2438,Bachelors,2016,Bangalore,3,29,Female,No,1,0,"(25, 30]"
2439,Bachelors,2012,Bangalore,3,29,Female,No,1,0,"(25, 30]"
2440,Bachelors,2018,Bangalore,3,29,Male,Yes,2,1,"(25, 30]"
2441,Bachelors,2012,Pune,3,30,Male,No,1,0,"(25, 30]"
2442,Bachelors,2013,Bangalore,3,30,Male,Yes,1,1,"(25, 30]"
2443,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2444,Bachelors,2015,New Delhi,3,29,Female,Yes,1,0,"(25, 30]"
2445,Bachelors,2014,Bangalore,3,30,Female,No,1,0,"(25, 30]"
2446,Bachelors,2014,Pune,1,28,Male,No,2,0,"(25, 30]"
2447,Bachelors,2015,Pune,3,27,Female,No,5,0,"(25, 30]"
2448,Bachelors,2016,Bangalore,3,30,Male,No,1,1,"(25, 30]"
2449,Bachelors,2016,Pune,3,26,Female,No,4,1,"(25, 30]"
2450,Bachelors,2018,New Delhi,3,27,Female,Yes,5,1,"(25, 30]"
2451,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2452,Masters,2017,New Delhi,2,27,Male,No,5,1,"(25, 30]"
2453,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2454,Bachelors,2017,Pune,3,26,Female,No,4,1,"(25, 30]"
2455,Bachelors,2012,Pune,1,27,Male,No,5,0,"(25, 30]"
2456,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2457,PHD,2017,Bangalore,3,28,Female,No,1,0,"(25, 30]"
2458,Bachelors,2015,Pune,3,29,Female,No,1,1,"(25, 30]"
2459,Masters,2014,New Delhi,3,30,Male,Yes,2,0,"(25, 30]"
2460,Bachelors,2013,Pune,3,26,Male,No,4,0,"(25, 30]"
2461,Bachelors,2012,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2462,Bachelors,2015,Pune,3,28,Male,No,1,0,"(25, 30]"
2463,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2464,Bachelors,2013,New Delhi,3,26,Male,No,4,0,"(25, 30]"
2465,Masters,2012,New Delhi,3,30,Male,No,2,0,"(25, 30]"
2466,PHD,2013,New Delhi,3,27,Male,No,5,0,"(25, 30]"
2467,Bachelors,2012,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2468,Bachelors,2018,Bangalore,3,30,Male,Yes,1,1,"(25, 30]"
2469,Bachelors,2012,Bangalore,3,26,Female,No,4,0,"(25, 30]"
2470,Masters,2017,New Delhi,3,29,Female,No,2,0,"(25, 30]"
2471,Bachelors,2014,Bangalore,3,29,Male,No,2,0,"(25, 30]"
2472,Bachelors,2017,New Delhi,3,28,Male,No,1,0,"(25, 30]"
2473,Bachelors,2015,Pune,2,26,Female,No,4,1,"(25, 30]"
2474,Bachelors,2018,Bangalore,3,27,Female,No,5,1,"(25, 30]"
2475,Bachelors,2014,Bangalore,1,28,Male,No,1,0,"(25, 30]"
2476,Bachelors,2016,Bangalore,3,28,Male,No,1,0,"(25, 30]"
2477,Bachelors,2014,Pune,3,26,Male,No,4,0,"(25, 30]"
2478,Bachelors,2012,Pune,3,26,Male,No,4,0,"(25, 30]"
2479,Bachelors,2015,Bangalore,3,28,Male,No,2,0,"(25, 30]"
2480,Bachelors,2014,Bangalore,3,28,Male,No,1,0,"(25, 30]"
2481,Bachelors,2016,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2482,PHD,2012,New Delhi,1,29,Female,No,2,0,"(25, 30]"
2483,Bachelors,2013,Bangalore,3,30,Female,No,2,1,"(25, 30]"
2484,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2485,Bachelors,2014,Pune,3,28,Male,No,1,0,"(25, 30]"
2486,Masters,2013,New Delhi,2,26,Male,No,4,1,"(25, 30]"
2487,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2488,Bachelors,2013,Pune,3,27,Female,No,5,0,"(25, 30]"
2489,PHD,2015,New Delhi,3,28,Male,No,2,0,"(25, 30]"
2490,Masters,2017,Pune,2,28,Male,No,2,0,"(25, 30]"
2491,Bachelors,2014,Pune,3,28,Male,No,4,0,"(25, 30]"
2492,Bachelors,2016,Bangalore,3,29,Female,No,1,1,"(25, 30]"
2493,Bachelors,2017,Bangalore,3,26,Female,No,4,1,"(25, 30]"
2494,Bachelors,2015,Bangalore,3,30,Male,No,0,0,"(25, 30]"
2495,Masters,2012,New Delhi,3,30,Male,No,2,0,"(25, 30]"
2496,Bachelors,2012,Bangalore,1,30,Female,No,0,0,"(25, 30]"
2497,Bachelors,2014,New Delhi,3,27,Female,No,5,0,"(25, 30]"
2498,Bachelors,2017,New Delhi,2,28,Female,No,0,0,"(25, 30]"
2499,Bachelors,2012,Pune,3,26,Male,No,4,0,"(25, 30]"
2500,Bachelors,2015,Pune,3,29,Female,No,3,1,"(25, 30]"
2501,Masters,2017,Pune,2,30,Male,No,0,1,"(25, 30]"
2502,Bachelors,2013,New Delhi,3,26,Male,No,4,0,"(25, 30]"
2503,Masters,2014,Pune,3,30,Male,No,0,1,"(25, 30]"
2504,Bachelors,2013,Pune,3,29,Male,Yes,2,0,"(25, 30]"
2505,Bachelors,2017,Bangalore,3,28,Male,No,3,0,"(25, 30]"
2506,Masters,2018,New Delhi,3,27,Male,Yes,5,1,"(25, 30]"
2507,Masters,2017,New Delhi,2,26,Female,Yes,4,1,"(25, 30]"
2508,Bachelors,2012,Bangalore,3,30,Female,No,0,1,"(25, 30]"
2509,Bachelors,2012,Bangalore,3,29,Female,No,4,0,"(25, 30]"
2510,Bachelors,2014,Bangalore,3,29,Male,No,1,0,"(25, 30]"
2511,Bachelors,2016,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2512,Bachelors,2015,Bangalore,3,28,Male,Yes,4,0,"(25, 30]"
2513,Bachelors,2014,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2514,Bachelors,2016,Pune,3,29,Male,No,5,0,"(25, 30]"
2515,Bachelors,2014,Bangalore,3,29,Male,No,0,0,"(25, 30]"
2516,Masters,2013,Bangalore,3,30,Male,No,5,1,"(25, 30]"
2517,Bachelors,2017,New Delhi,3,30,Female,Yes,3,0,"(25, 30]"
2518,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2519,PHD,2015,Pune,2,30,Female,No,4,0,"(25, 30]"
2520,Masters,2014,Bangalore,3,30,Male,No,4,1,"(25, 30]"
2521,Masters,2017,New Delhi,2,27,Male,No,5,1,"(25, 30]"
2522,Bachelors,2013,Pune,3,30,Male,No,0,0,"(25, 30]"
2523,Masters,2017,Pune,2,30,Male,No,0,0,"(25, 30]"
2524,Masters,2017,New Delhi,2,29,Female,No,2,0,"(25, 30]"
2525,Masters,2017,New Delhi,2,29,Male,No,2,0,"(25, 30]"
2526,Bachelors,2014,Bangalore,1,27,Male,No,5,1,"(25, 30]"
2527,Bachelors,2012,Bangalore,3,27,Female,No,5,0,"(25, 30]"
2528,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2529,Masters,2018,New Delhi,3,30,Female,No,4,1,"(25, 30]"
2530,Bachelors,2015,Bangalore,3,29,Female,No,1,0,"(25, 30]"
2531,Bachelors,2014,Pune,3,26,Female,No,4,1,"(25, 30]"
2532,Masters,2016,Pune,3,28,Male,No,2,0,"(25, 30]"
2533,Bachelors,2015,New Delhi,3,28,Female,No,4,0,"(25, 30]"
2534,Bachelors,2015,Bangalore,3,30,Male,No,0,0,"(25, 30]"
2535,Bachelors,2014,Bangalore,3,28,Female,No,3,0,"(25, 30]"
2536,Bachelors,2017,Bangalore,3,28,Male,No,4,0,"(25, 30]"
2537,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2538,Bachelors,2015,Bangalore,3,28,Female,No,0,0,"(25, 30]"
2539,Bachelors,2015,Pune,2,28,Female,No,2,1,"(25, 30]"
2540,Masters,2013,Pune,3,27,Female,Yes,5,1,"(25, 30]"
2541,Bachelors,2016,Bangalore,3,27,Male,No,5,1,"(25, 30]"
2542,Bachelors,2012,Pune,3,29,Male,No,1,0,"(25, 30]"
2543,Bachelors,2015,Pune,2,28,Female,No,0,1,"(25, 30]"
2544,Bachelors,2018,Pune,3,30,Male,Yes,3,1,"(25, 30]"
2545,Bachelors,2016,Bangalore,3,29,Male,No,5,0,"(25, 30]"
2546,Masters,2013,New Delhi,2,27,Female,No,5,1,"(25, 30]"
2547,Masters,2017,New Delhi,2,30,Male,No,2,0,"(25, 30]"
2548,Bachelors,2012,New Delhi,3,26,Male,No,4,0,"(25, 30]"
2549,Bachelors,2016,Bangalore,3,30,Male,No,2,1,"(25, 30]"
2550,Bachelors,2017,New Delhi,2,29,Male,No,3,1,"(25, 30]"
2551,Bachelors,2017,Pune,2,28,Male,No,3,0,"(25, 30]"
2552,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2553,Bachelors,2013,Bangalore,3,29,Male,Yes,4,0,"(25, 30]"
2554,Bachelors,2013,Bangalore,3,30,Male,No,5,0,"(25, 30]"
2555,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2556,Bachelors,2015,Pune,2,26,Female,No,4,1,"(25, 30]"
2557,Bachelors,2012,Bangalore,3,29,Male,Yes,2,1,"(25, 30]"
2558,Masters,2015,Bangalore,3,28,Male,No,0,1,"(25, 30]"
2559,Bachelors,2014,New Delhi,3,29,Female,No,2,0,"(25, 30]"
2560,Masters,2015,Pune,3,29,Female,No,4,0,"(25, 30]"
2561,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2562,Bachelors,2013,Pune,3,27,Female,No,5,1,"(25, 30]"
2563,Bachelors,2017,Bangalore,3,30,Male,No,1,1,"(25, 30]"
2564,Masters,2014,Pune,3,30,Male,No,2,0,"(25, 30]"
2565,Bachelors,2015,New Delhi,3,28,Female,No,4,0,"(25, 30]"
2566,Bachelors,2013,Bangalore,3,26,Female,No,4,0,"(25, 30]"
2567,Bachelors,2014,Bangalore,3,28,Male,No,5,0,"(25, 30]"
2568,Bachelors,2017,Bangalore,1,28,Female,No,0,1,"(25, 30]"
2569,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,"(25, 30]"
2570,Bachelors,2013,Bangalore,3,28,Male,No,5,0,"(25, 30]"
2571,Masters,2013,New Delhi,3,30,Male,No,2,1,"(25, 30]"
2572,Masters,2013,New Delhi,1,29,Female,No,2,1,"(25, 30]"
2573,Bachelors,2017,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2574,Bachelors,2015,Pune,3,28,Male,No,3,0,"(25, 30]"
2575,Bachelors,2013,Bangalore,3,29,Male,No,2,0,"(25, 30]"
2576,Masters,2017,New Delhi,2,28,Female,No,2,0,"(25, 30]"
2577,Masters,2017,New Delhi,2,30,Female,No,2,0,"(25, 30]"
2578,PHD,2013,New Delhi,3,27,Female,No,5,0,"(25, 30]"
2579,Bachelors,2016,Pune,3,26,Male,No,4,0,"(25, 30]"
2580,Bachelors,2017,New Delhi,2,26,Female,No,4,0,"(25, 30]"
2581,Bachelors,2016,Bangalore,3,28,Female,No,1,1,"(25, 30]"
2582,Bachelors,2017,Pune,2,27,Female,No,5,1,"(25, 30]"
2583,Bachelors,2012,Bangalore,3,27,Female,No,5,0,"(25, 30]"
2584,Bachelors,2014,Bangalore,3,26,Male,No,4,1,"(25, 30]"
2585,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,"(25, 30]"
2586,Bachelors,2015,Bangalore,3,27,Female,No,5,0,"(25, 30]"
2587,Bachelors,2015,Pune,3,29,Male,No,1,0,"(25, 30]"
2588,Bachelors,2018,Bangalore,3,26,Male,No,4,1,"(25, 30]"
2589,Bachelors,2012,Bangalore,3,26,Female,No,4,0,"(25, 30]"
2590,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,"(25, 30]"
2591,Bachelors,2015,Pune,3,30,Female,No,0,1,"(25, 30]"
2592,Bachelors,2017,Bangalore,3,30,Male,No,3,0,"(25, 30]"
2593,PHD,2012,New Delhi,3,29,Male,No,5,0,"(25, 30]"
2594,Bachelors,2016,Pune,3,29,Male,No,5,0,"(25, 30]"
2595,Bachelors,2014,Bangalore,3,26,Female,Yes,4,0,"(25, 30]"
2596,PHD,2014,New Delhi,3,28,Female,No,0,0,"(25, 30]"
2597,Bachelors,2018,Bangalore,3,28,Male,No,1,1,"(25, 30]"
2598,Bachelors,2013,New Delhi,3,27,Female,Yes,5,0,"(25, 30]"
2599,Bachelors,2013,Bangalore,3,28,Male,No,2,0,"(25, 30]"
2600,Bachelors,2018,Bangalore,3,29,Male,No,0,1,"(25, 30]"
2601,Bachelors,2016,Bangalore,3,29,Male,No,3,0,"(25, 30]"
2602,Bachelors,2018,Pune,3,30,Female,No,2,1,"(25, 30]"
2603,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2604,Bachelors,2014,Pune,3,29,Male,No,3,0,"(25, 30]"
2605,Bachelors,2013,Pune,3,30,Male,No,4,0,"(25, 30]"
2606,Masters,2015,New Delhi,3,29,Male,No,2,0,"(25, 30]"
2607,Bachelors,2018,Pune,3,27,Male,No,5,1,"(25, 30]"
2608,Bachelors,2016,Bangalore,3,28,Male,No,2,0,"(25, 30]"
2609,Bachelors,2015,Bangalore,3,29,Male,No,1,0,"(25, 30]"
2610,Bachelors,2016,Bangalore,3,30,Male,No,0,0,"(25, 30]"
2611,Bachelors,2016,Bangalore,3,28,Female,No,1,0,"(25, 30]"
2612,Bachelors,2017,New Delhi,3,26,Female,No,4,0,"(25, 30]"
2613,Bachelors,2014,Pune,2,29,Female,No,1,1,"(25, 30]"
2614,PHD,2013,New Delhi,3,30,Female,No,2,0,"(25, 30]"
2615,Bachelors,2016,Bangalore,3,28,Male,Yes,3,0,"(25, 30]"
2616,Bachelors,2015,Bangalore,3,28,Male,No,1,0,"(25, 30]"
2617,Bachelors,2016,Pune,3,28,Male,No,5,0,"(25, 30]"
2618,Bachelors,2017,Pune,2,28,Female,No,1,1,"(25, 30]"
2619,Bachelors,2015,Bangalore,3,30,Male,No,4,0,"(25, 30]"
2620,Masters,2012,New Delhi,3,27,Male,No,5,0,"(25, 30]"
2621,Masters,2017,New Delhi,3,29,Female,Yes,2,0,"(25, 30]"
2622,Bachelors,2018,New Delhi,3,29,Female,No,2,1,"(25, 30]"
2623,Bachelors,2018,Bangalore,3,29,Male,No,0,1,"(25, 30]"
2624,Bachelors,2012,Bangalore,3,28,Female,No,0,0,"(25, 30]"
2625,Bachelors,2015,Pune,2,28,Female,No,0,1,"(25, 30]"
2626,Masters,2017,New Delhi,2,27,Female,No,5,1,"(25, 30]"
2627,Bachelors,2018,Pune,3,28,Female,No,5,1,"(25, 30]"
2628,Bachelors,2016,Pune,3,28,Male,No,1,0,"(25, 30]"
2629,Bachelors,2014,Bangalore,1,26,Male,No,4,1,"(25, 30]"
2630,Bachelors,2014,New Delhi,2,29,Female,No,3,1,"(25, 30]"
2631,Masters,2014,Pune,3,26,Male,No,4,1,"(25, 30]"
2632,Bachelors,2017,Pune,3,27,Male,No,5,0,"(25, 30]"
2633,Bachelors,2013,Pune,3,30,Male,No,4,1,"(25, 30]"
2634,Bachelors,2015,Bangalore,3,30,Male,No,3,0,"(25, 30]"
2635,Bachelors,2012,Bangalore,3,29,Male,No,2,1,"(25, 30]"
2636,Bachelors,2014,Pune,3,26,Male,No,4,0,"(25, 30]"
2637,Bachelors,2013,Bangalore,3,26,Female,No,4,0,"(25, 30]"
2638,Masters,2017,New Delhi,2,30,Female,No,2,1,"(25, 30]"
2639,Bachelors,2012,Pune,3,29,Male,No,0,0,"(25, 30]"
2640,Bachelors,2015,Pune,1,30,Female,No,0,1,"(25, 30]"
2641,Bachelors,2017,Bangalore,3,28,Male,No,3,0,"(25, 30]"
2642,Bachelors,2013,Bangalore,3,28,Male,No,5,0,"(25, 30]"
2643,Bachelors,2017,Pune,2,30,Female,No,4,1,"(25, 30]"
2644,Bachelors,2017,Pune,2,28,Male,No,5,0,"(25, 30]"
2645,Bachelors,2014,New Delhi,3,27,Female,No,5,1,"(25, 30]"
2646,Bachelors,2012,Bangalore,3,28,Female,No,2,0,"(25, 30]"
2647,Bachelors,2013,Bangalore,3,29,Female,No,5,0,"(25, 30]"
2648,Bachelors,2012,Bangalore,3,27,Female,No,5,1,"(25, 30]"
2649,Bachelors,2017,Pune,2,28,Female,No,3,1,"(25, 30]"
2650,Bachelors,2015,Bangalore,1,29,Male,No,4,0,"(25, 30]"
